,601119000
Friends of Melissa Minor-Brown,0
"Friends of Melissa Atherholt, Erica Moore Treasurer",0
Friends of Melinda Miller,0
Friends of McCurn for Council,0
Friends of Mark Cuthbertson,0
Friends of Maria Warburton; Christine Nagle. Treasurer,0
Friends of Luke Murray,0
Friends of Lowcountry Coalition Against Hate,0
Friends of Kristin Bryant,0
Friends of Kevin Hensley,0
Friends of Kelly Danner,0
Friends of Karey Hanks,0
Friends of Joshua Harris,0
Friends of Jose Trevino,0
Friends of Jordan Langdon for Mayor of Auburn,0
Friends of Jon Zahm,0
Friends of John Macco,0
"Friends of Joe Polletta, Joann Murray, Treasurer. Approved by Joseph Polletta.",0
Friends of Joe Errigo,0
Friends of Joe Cibellis for Oceanside Sanitation Commissioner,0
"Friends of Jo Jordan PO Box 1398 Waianae, HI 96792",0
"Friends of Jim Terry, Linda Schroeder, Treasure",0
Friends of Jessica de la Cruz,0
Friends of Jerry Tucker,0
Friends of Jeff Brown,0
Friends of Jamie Blair: Treasurer Sam Blair,0
Friends of Gabriel Acevero,0
Friends of Dylan Fernandes,0
Friends of Dianne Witman,0
Friends of Derek Stanford,0
"Friends of Derek Kawakami - PO box 3136 Lithu'e, HI 96766",0
Friends of Deb Baughman,0
Friends of David Smalling,0
Friends of Dave Greenspan ,0
Friends of Danielle Schonbaum,0
Friends of Cristin Lassen for TUSD Board Trustee Area 1,0
Friends of Claire Ball,0
Friends of Chris Gorsek,0
Friends of Cheryl Precourt,0
Friends of Catherine Moy for Fairfield City Council 2018 #1317899,0
Friends of Carri Hicks 2018,0
Friends of Carleen Pena,0
Friends of Bryan O'Brien 2018,0
"Friends of Bruce Fox Treasurer James Philip Cayford 716 Main St. Dublin, NH 03444",0
Friends of Bridget Fleming,0
Friends of Bridget Fitzgerald ,0
Friends of Brian M. Gulley,0
Friends of Bill Wooton,0
"Friends of Ben Sanchez, David H. Floyd, Treasurer",0
Friends of Baltazar Rubio,0
Friends of Allendale Strong,0
Friends of Alan Blythe,0
Friends of Al Carter,0
Friends of @realDonaldTrump tweets - sponsored by John P. Cockrell,0
Friends of @realDonaldTrump tweets - and John P. Cockrell,0
Freinds of Calvin Callahan,0
FreeVolt Solar,0
Frank Strausser,0
Firefly Engagement ,0
FireFly Engagement Services,0
Fine Usa,0
Fine Political Items,0
Ferrante for Rep,0
Faulkner Forward PAC,0
Fair & Fair PLLC,0
Fact-based Progressives,0
Facets of Deception,0
"Eye On DC the views, thoughts, and opinions expressed in the video belong solely to the correspondents and guests, and not necessarily to the correspondent employer, organization, committee or other group or individual.",0
Express Pride,0
Every1Wins,0
Every Citizen Armed,0
Everitt for NC House,0
Evan Vincent for State Senate 2018,0
"Esp for Senate, Ron Arthun, Treasurer, Box 375, Clyde Park, MT 59018. Republican",0
Erma Wakefield Jenkins,0
Eric Semerad for Clerk and Recorder,0
Eric Alvaro - Valid,0
"Equality PAC, lgbtequalitypac.org. Not authorized by any candidate or candidate’s committee.",0
Episcopal Diocese of California,0
Environmental Health Strategy Center,0
Entry Systems,0
Engage Fremont,0
End Animal Cruelty Club,0
Empire Prints LLC,0
Emil Choski,0
Ellyn4GA,0
Elizabeth Greenewald,0
"Elect John Haschak Supervisor 2018, FPPC #1400083. 19200 Shafer Ranch Road, Willits, CA 95490. 707-513-6166",0
Elect Jason Kishineff,0
Elect Jackie Bachman Ashland City Council,0
Elect Eric Biggar,0
Elect Al McNeil,0
EisLive At YT New York,0
Edward O'Connor,0
"Education First Shawnee Mission, Kristin Brown, Treasurer",0
Educated Earthling,0
"Edina Talks, a discussion page in the community of Edina, MN",0
Edgebrook Community Association,0
Eddy Dominguez for FL,0
"East Lyme Democratic Town Committee, Peter DeRosa Treasurer",0
Earthworks Action Fund,0
END THE NRA. NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE. ,0
Dwight Satterfield,0
"Dustin Brinkman for Kansas, Emily Brinkman, Treasurer",0
"Dunsby 2018; John Allan, Treasurer. Approved by Adam Dunsby.",0
"Dunsby 2018; John Allan, Treasurer ",0
Ducks Unlimited at UVA,0
Dr. Richard Vladovic,0
Dr. Liam O'Mara IV,0
Dr. Gregory Alexander for AUSD TA 1 2018 ID: 1406101,0
Dr. Cheryl James-Ward for San Dieguito School Board 2018,0
Douglas County Young Republicans,0
Douglas County Republicans 2018,0
Donald Scott perri,0
"Donald J. Trump for President, Inc",0
Don Morehart for Judge,0
Don Kerson,0
Don Dashiell,0
Don Brown for San Clemente City Council 2018 ID#1407383,0
DodsonSims,0
Dobson Ranch Democrats,0
District 31 Republicans,0
"Discovery Hills - San Marcos, CA",0
Disability Law Colorado,0
Direct Tax Relief,0
Dion Bailey For Hercules City Council 2018 FPPC# 1409629,0
Dillen McCann,0
Diego Rodriguez Nava,0
Diana Benoit For Sheriff,0
Dharap for School Board 2018,0
Devoted Apparel,0
Des Moines County Republican Central Committee,0
Denver Green Party,0
Denton County Democratic Party,0
Denise Albrecht for HD64,0
Denbaum For County Executive,0
Democrats Organizing for America,0
Democratic Volunteers in District 2 Duval County,0
"Democratic Town Committee, MaggieBruno, Treasurer",0
Democratic Socialists of America - Madison,0
"Democratic Environmental Caucus of Florida, Pasco Chapter",0
Demet Haksever,0
Delaware Voter ID Now,0
Delaware County Republicans,0
Deidrick Solomon for Melissa City Council Place 6,0
Decaying In The Void,0
Debra J.M. Smith of Informing Christians ,0
Debra Childs for State Rep.,0
Debjyoti Dwivedy,0
"Debbie Kroshus, Burleigh County Recorder",0
Debbie Byrne Jones,0
De On Stupart,0
"Dawn Hagel, Republican for Nassau County Commissioners District 2",0
Dawn Dankner-Rosen,0
"David T Wilson,State Representative",0
David Salvatore,0
David S. Jacoby,0
David Landfair for Mayor,0
David Harrington for Dolores County Sheriff ,0
David Goloff PhD,0
David Gidwani,0
"David Bogner, Democrat, for State House District 76",0
Darren Riordan Committee,0
Darrell A. Russell for Hampton County Council at Large,0
Daniel Weston,0
Daniel Diaz,0
Dandymite Media,0
Dan for Muncie Committee,0
Dan Kalb for State Assembly 2018,0
Dalton Valette for Superior Trustee,0
Dallas Pierson for Oakdale City Council,0
DGGAB,0
DCDP Precinct Chair of Precinct 1026 Angela Orr Heath ,0
D10 Democrats of Santa Clara County,0
"Cygnal, LLC",0
Curtis Condit,0
Curt Kiessling For Dubuque County Supervisor,0
Curiam Capital LLC,0
Culpeper Citizens for Good Governance LLC,0
"Crystal K. Kinzel,  Republican, for Clerk of Courts and Comptroller.",0
Crumiller P.C.,0
Crosswind Media & PR,0
Craig Stevenson,0
Cover Texas Now,0
Councilmember Anna Hochkammer,0
Cory for Houae 2018,0
Cory Underhill for PUSD,0
"Cortes Mata Enterprises, Inc",0
Cort VanOstran for Congress,0
Corinthia Elder for County Trustee,0
Coos Bay Daily Times,0
Cook Chamber of Commerce,0
Constance Filley Johnson for Criminal District Attorney ,0
Conservative Misfits,0
Conor Bentley,0
Connie Hahn (1530119123880115),0
Connell Crooms for Mayor,0
Connecticut Voices for Children,0
Connecticut Fair Housing Center,0
Conley for Congress Treasurer Dennene Conley,0
"Concentric Surprise LLC - Carson City, Nevada",0
Compassionate St. Augustine,0
Commuting with Julie out of my own damn pocket!,0
"Community, Wealth, & Providence Party",0
Community Alliance for Global Justice,0
Common Sense Policy Roundtable,0
Common Cause Texas,0
Committee to elect Neil Kitchens for assembly 2018 fppc#1396941,0
Committee to elect Mary Anne Ackerman as Mayor,0
Committee to Re-Elect Cliff Newell,0
Committee to Re-Elect Brian W Murray State Representative,0
Committee to Elect Shannon Souza,0
Committee to Elect Samson Racioppi,0
Committee to Elect Royce Kinniebrew,0
Committee to Elect Richard Patrick,0
Committee to Elect Quinton Zondervan,0
Committee to Elect Pete Peterson,0
Committee to Elect Padma Kuppa,0
Committee to Elect Norm Bossert,0
"Committee to Elect Nick Metzger Mayor. c/o 351 N. Kalamazoo Ave., Marshall, MI 49068",0
Committee to Elect Michele Oberholtzer for State Representative,0
Committee to Elect Matt Towne,0
"Committee to Elect Lydia, A Shapiro, Treasurer, Township of Ocean Regular Republican Club",0
Committee to Elect Lisa Dash-Grimes,0
Committee to Elect Justin King,0
Committee to Elect Josiah Bechtold,0
Committee to Elect Jose Omar Rodriguez for Superior Court Judge 2018,0
Committee to Elect Jon Bullock,0
"Committee to Elect John Mistler, Yuba County Supervisor, District 5, 2018 - FPPC #1400666",0
Committee to Elect John Miller,0
Committee to Elect Joe Register,0
Committee to Elect Jefferson Moss,0
Committee to Elect Goedde for Judge,0
Committee to Elect Gisele Norberg Surprise City Council Dist 3,0
Committee to Elect Forrest Bradford,0
Committee to Elect Elizabeth Tran,0
Committee to Elect Elizabeth Nelson,0
Committee to Elect Edwin Diaz,0
Committee to Elect Doug Clemens; Beatrice Buder Clemens CPA Treasurer,0
Committee to Elect Debbie Harrington,0
Committee to Elect David Coursin for State Representative,0
Committee to Elect Christopher Schoonover,0
Committee to Elect Christopher Legree,0
Committee to Elect Chris Harrison,0
Committee to Elect Carolyn Blodgett ,0
"Committee to Elect C. Terry Jones, P.O. Box 228 Meridianville, AL 3575",0
Committee to Elect Brent Latham Mayor of North Bay Village,0
Committee to Elect Bill Roemer,0
"Committee to Elect Abby Zavos, Lee Ann Zech, treasurer",0
Committee To Elect Pranjal Vachaspati,0
Committee To Elect Phil Oxendine ,0
Committee To Elect Eric Biggar,0
Comittee to Elect Stan Marcinczyk,0
Colorado Working Families Party,0
Coleman W2 Campaign,0
Coalition of Santa Monica City Employees PAC,0
Coalition of Santa Monica City Employees,0
Coalition for Affordable Energy New Mexico ,0
"ClubRESIST.  All ideas and opinions expressed herein are solely those of ClubRESIST. ClubRESIST does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on its Internet web site.",0
Clorinda Erives for Tolleson Council and authorized by Clorinda Erives ,0
Cliff Brown,0
Clemmons for Kansas,0
Clearing out the Clutter.  The views expressed are those of the author only and have not been paid for by any political committee.,0
Clean Energy Authority,0
Clean Air Can’t Wait,0
"Clausen For Kansas; Charles Lovell, Treasurer",0
Class Magazine,0
City of Booneville,0
Citizens to Save Harley Clarke,0
Citizens to Elect Robert Garrett Williams,0
Citizens to Elect Michael Russell/Treasurer Andrew Prantl,0
Citizens to Elect Brian Fengel Peoria County Sheriff,0
Citizens for Sieck,0
Citizens for Jean Kaczmarek,0
Citizens for Harry Kozlowski - Harry Kozlowski: candidate/fiscal agent,0
Citizens for Good Governance,0
"Citizens for Eggleston, Cathie Eggleston treasurer",0
Citizens for David Weisiger,0
Citizens for Dan Williams,0
"Citizens For Steve Wollett. Authority, Robert Smith, Treasurer.",0
Citizens For Montesano,0
Citizens For A Better Delaware,0
"Citizens Congress Inc., a 501 C4 non-partisan, non-profit organizetion registered in the state of Florida.",0
Cipollini For Stanhope,0
Cindy Goldberg for CVUSD School Board 2018,0
Cindy Goldberg for CVUSD School Board,0
Chuck Winn for Supervisor 2018,0
Chuck Edwards for NC Senate Committee.,0
"Christopher Ripley - Strategic Marketing Group - By Authority, George Watkins, Treasurer",0
Christopher M. Cross,0
Christopher Hensley,0
Christopher Coughlin,0
Christine Conley,0
Christina Umhofer for City Council FPPC ID# 140348,0
Chris West for National Committeeman,0
Chris L. Wilson,0
"Chris Johnson, writer",0
Chloe Sowers for District 45,0
Chloe De Lancie,0
Childers for Judge ,0
Cheryl Holcomb Mammano,0
Cheryl Gordon for Framingham,0
Charles Smith,0
Charles McKee for City Council,0
Charles Galemmo,0
Charles E. Nichols,0
Charles Catania,0
Charles & Wendy Chandler,0
Chappelear for Nebraska,0
Change4aFive,0
Chad Ruback,0
Cesar Zepeda for Richmond City Council 2018,0
Centrix Innovations,0
Central New York Community Foundation,0
Center for Community Action and Environmental Justice ,0
Catch Digital Strategy,0
"Caryl Shuham for Hollywood City Commissioner, District 1, Non-partisan",0
Cary Smith (745973202082657),0
Caruso for Council Representing One Eatontown,0
"Carson for State Representative, Pam Smith, Treasurer",0
Carriveau Custom Creations,0
Carrie O'Malley for Irvine City Council,0
Carriage Crossing Homeowners Association,0
Carranza for School Board 2018 FPPC# 1321025,0
Carolyn Crampton (25446958),0
Carol Spencer,0
Carol Donovan Campaign,0
"Carol Carothers for House, Steve Buchsbaum Treasurer",0
Carmona For Commissioner 2018,0
Carl Petersen,0
Caren Ray for Mayor 2018 FPPC#1406391,0
Caren Ray for Mayor 2018 - FPPC#1406391,0
Caraveo for Colorado ,0
Capturing The Flag / Election Protection LLC,0
CapitolTrack,0
Canan Law Attorneys,0
Campaign to elect Dallas Sivley for State Representative;Treasurer:Ken Carter,0
Campaign to Support G. Moss for BUSD Board,0
Campaign to Elect Josh McCall,0
Campaign to Elect C. Rolanda Robinson,0
Campaign for Ron Kresha,0
"Campaign for Judy Black for City Council, 1938 Woodstone Dr., Victoria, MN 55386",0
Campaign Fund for Jacob Glancy,0
Campaign Fund For Vincent Gwin,0
Callen4Indiana40,0
California Restaurant Association,0
California Families for Access to Midwives,0
California Association of Licensed Midwives,0
California Association of Black School Educators,0
Caitlin Hills for HD 97,0
CWA Local 1106,0
CU Denver Political Science Department,0
CTE Nardini Lebright For TRBOE,0
CTE Michael Reid,0
CTE Hilary Dubay,0
CT Roundtable on Climate and Jobs,0
COSSTRA - The Colorado Springs Short Term Rental Alliance is a member funded group focused on protecting property rights and ensuring Colorado Springs residents maintain their property rental rights.  ,0
CLEAR for PA,0
CHRISTIE CROMEENES FOR CITY COUNCIL,0
CETPA K-20 Technologists,0
CCC Services ,0
CASKEY for House,0
CAIR Austin,0
"By Authority: Montgomery County Democratic Central Committee; Dave Kunes, Treasurer",0
"By Authority: Merrill-Hawkins, Treasurer",0
"By Authority: Merell-Hawkins, Treasurer",0
"By Authority: Baltimore County Democratic Central Committee, Douglas Sentz, Treasurer.",0
"Buy The Way, LLC",0
Burlington Republican Committee,0
Burke County Democratic Party,0
Burbank Democratic Club,0
Buncombe Republican Party,0
Bruce White,0
"Bruce Cragin for State Representative, Fiscal Agent Bruce L. Cragin.",0
Brown Lives Matter,0
Brown Girl Club,0
Brown County Indiana Republicans,0
Broward for Progress,0
BrightEarth,0
"Brigantine Republican Club, PO Box 774, Brigantine, NJ 08203",0
Brian Rice,0
"Brian Gaither, in a personal capacity not in connection with any candidate or campaign committee.",0
"Brian ""Slim"" Nash Candidate",0
Brent Yonts Campaign,0
Brenda Roberts for Oakland City Auditor 2018 (FPPC# 1403762),0
"Brenda Landwehr For State Representative - Linda Arensdorf, Treasurer",0
Brandon C. Hovey,0
Branden Bodendorfer,0
Branchburg Democratic Committee,0
Brad Jewett for County Commissioner,0
Brad Boivin For Congress,0
Born Red,0
Boricua Vota Texas,0
Bordentown City Reform Democrats for NJ,0
Bonton Farms,0
Bonnie Rich for State House,0
Bold Babes,0
"Boca Save our Beaches, Inc.",0
Blue in the Heart of Texas,0
Blue Box Creatives ,0
Black Women for Andrew Gillum,0
Bingman For Oklahoma,0
Billups for Congress,0
Billie Dawson,0
Billerica Democratic Town Committe,0
Bill Pollard Campaign,0
"Betsy Anderson for State’s Attorney | P.O. Box 182, Stowe, VT 05672",0
Beto'Ween 2018,0
Bethany Gianusso,0
Beth Nyman for Dayton KY City Council,0
Beth Kimmell,0
Best for Florida,0
"Best Friends of Lowcountry Transit, Inc., 171 Church St. Ste. 160, Charleston, SC 29401, W. Hamilton, Executive Director, (843) 870-5299 or wjhamilton29464@gmail.com",0
Benton Country Democratic Central Committee,0
"Ben Gould for Council 2018, FPPC ID #1407606",0
"Beaver Achiever, John Campbell, Treasurer",0
Barraza for Tempe High School Board,0
Barbara Schulman for School Board 2018 FPPC ID #1402211,0
"Barbara Leary for Folsom City Council, CA FPPC # 1402376",0
Ballot Box Strategies,0
Bahir Mustafa,0
BC Election Insider,0
Azusa's Education Forum,0
Ayer DTC,0
Autonomy Co-op,0
Atlanta Carriage Horse Advocates,0
Athlete Ally,0
"At Scale, LLC",0
Associated Fire Fighters of Illinois PAC,0
Ashtabula County Young Republicans,0
Asheesh Dewan,0
"Ashcraft for County Commission, Chuck Nigro, Treasurer",0
