,39513400
"Katherine Kerr Kubatzky Campaign, Patty Eason, Treasurer, 723 W. University Avenue, Ste. 300-153, Georgetown, TX. 78626 ",0
Katherine Borges for Supervisor 2018,0
Kate Wiltz for Monroe County Council,0
Kate Whitney,0
Kate Leveille,0
Kate Harrison for Berkeley Council FPPC #1392842,0
"Katapult Media, Inc.",0
Kastetter4Colorado,0
Kasperzak for El Camino Healthcare District 2018,0
"Kasoff for STL, Raymond Harbert, Treasurer",0
Kasey Redus for WilCo,0
Kasey For SD,0
Karyn Lathan for Constable,0
Karrie Delaney for Delegate,0
Karlene Maxwell-Williams for lauderdale lakes commission seat 2,0
Karla Seijas For Merced City Council District 4 2018 - FFPC 1408306,0
Karin Derry for Iowa,0
Kari Powell for PSC,0
"Kari Nacy For Leesburg, VA",0
Karey Hanks,0
Karen and Wes Potter,0
Karen Spiegel for Supervisor,0
Karen McGregor for House,0
Karen Marshall ,0
Karen Goh,0
Karen Garcia Campaign,0
Karen Gaddis for HD75 2018.,0
Karen Farrer for Malibu City Council 2018,0
Karen Cooper Welzel-D for Polk County Commission District 4,0
Karen Caputo,0
Karen Bass for Congress,0
Karen Appe Lewis,0
Kareem Gongora,0
Karasek Volunteer Committee,0
"Karas and DiDomenico, two creatives performing satire in these videos, both are self employed. These videos don't express our political & personal opinions. These videos are comedy utilizing satire. Donald and Pootie is a fictional series that completely spoofs real-world issues, We hope our show makes viewers laugh everyday! No animals or toys were harmed.",0
"Kara Hope for State Representative, P.O. Box 21002, Lansing MI 48909",0
Kara Brinster,0
"Kansas State Rifle Association PAC; Moriah Day, Chair",0
Kansas Policy Institute,0
Kansas Leadership Center,0
Kansas Electric Cooperatives ,0
"Kansas Conservatives, A project of APV",0
Kansas Chapter - NASW,0
"Kansans for Life, Inc",0
Kansans for Life Educational Trust,0
"Kansans for Fred Patton, Mike Lesser, Treasurer.",0
Kansans for Claeys,0
Kane County Reporter,0
Kanda for Colorado,0
Kanawha County Federation of Democratic Women,0
Kamala for Colorado House,0
Kaitlin Clark,0
"Kairnes For Congress, PO Box 61, Cogan Station PA 17728 ",0
Kaiden Celia and Saverino for Collingswood BOE,0
"Kading for House - Joe Heilman, Treasurer",0
Kachemak Bay Conservation Society,0
KYPP - a progressive pro labor PAC,0
KYI - a grassroots PAC,0
KYI & KYPP -grassroots powered UCC,0
KVC Hospitals,0
KTV Public Access Television,0
KT Fitzgerald,0
KS Wild,0
"KRAUT FOR WESTPORT Committee, Gabriel Sasson, Treasurer. Approved by Greg Kraut.",0
KOLUMN Magazine,0
KNX 1070,0
KLEA - Kern Law Enforcement Association ,0
KJ 4 Tulsa,0
KHON2,0
KHEN 106.9 fm Community Radio,0
KGUN 9 On Your Side,0
KCET Artbound,0
KC Muslim Civic Initiative,0
KC Metro Immigration Alliance,0
"K3A, LLC, not authorized by any candidate or candidates committee",0
K. Albasi,0
Juventas New Music Ensemble,0
Justin Wise,0
Justin Valero for Assembly 2018,0
Justin Rolph for City Council 2018,0
Justin Quigley,0
"Justin Kiska for Frederick; Trey T. Kiska, Treasurer",0
Justin K. Cox campaign,0
Justin Holland Campaign,0
Justin Haskins,0
Justin Fortner for Commonwealth Attorney,0
Justin Farnsworth - Dorchester District 2 School Board,0
Justin Eichorn Senate Committee,0
Justin Cory Hamilton,0
Justin Allen H. ,0
Justin Aguilera For Congress 2018,0
Justice for Elder Abuse,0
Justice Not Politics,0
Justice House of Prayer DC,0
Justice For Robert,0
Justice Brett Busby Campaign,0
JustTrumpyThings,0
Just One Thing,0
Junk Box Entertainment LLC,0
Julio Castaneda and friends ,0
Julio Castaneda and friends,0
"Juliet Piccone, managing member The Piccone Law Firm, LLC",0
Juliet Piccone,0
Julie Willoughby Political Organization,0
Julie Tucker for State Representative,0
"Julie Roush for Clerk, Treasurer Robert Sabolich CPA",0
Julie Price,0
Julie Magill,0
Julie Luton for Texas Pol Adv. ,0
Julie Elliott,0
"Julie Countiss for Justice, 1st Court of Appeals Campaign, Trsr. R. Countiss, in compliance with limits of the Judicial Campaign Fairness Act",0
Julie Colombero,0
"Julie C. Hancock, Your Virtual Advocate.  All views expressed are my own. ",0
"Julia for Chanhassen. P.O. Box 760. Chanhassen, MN 55317",0
Juli Mathew for Judge at Fort Bend County Court of Law #3,0
Juicesauce,0
Judy Moore 4 House 15,0
Judy Hudak Zabolocky,0
"Judith Carr, Chair, Hollis Democrats",0
Judi Jackson Reiss,0
Judge Susan Weaver,0
Judge Sarah Ritterhoff Williams Campaign,0
Judge Sarah Ritterhoff Williams,0
"Judge Nick Burlew Campaign 1024 Griffith Ave Owensboro, KY 42301 Andy Roberts, Treasurer",0
Judge Karen Brandt for Supreme Court,0
Judge Josh Burgess,0
"Judge John Schmude Campaign in compliance with the voluntary limits of the Judicial Campaign Fairness Act, Valoree Swanson, Treasurer",0
Judge Jim Walther,0
"Judge George ""Jorge"" Sarduy",0
Judge Ernie Aliseda for Chief Justice Campaign,0
Judge Dan Hinde Campaign in compliance with the voluntary limits of the Judicial Campaign Fairness Act,0
Jude Hehman for Mayor,0
Judd Cowan for State Representative,0
Juan Sanchez Collin County Precinct Chair Precinct 17 Democratic Party,0
Juan Carlos Vizaga For City Council District 3 2018,0
Joyce for School Board 2018,0
Joyce Krawiec for NC Senate,0
Joy Goff-Marcil for Florida House District 30,0
Jovanka Beckles for State Assembly 2018 FPPC #1396341,0
Journal-News,0
Joshua Twersky,0
Joshua Scott for Congress,0
Josh Yokela,0
Josh Taylor,0
Josh Russell,0
Josh Revak for House,0
Josh Michaels,0
Josh Messinger for Neptune Beach City Council ,0
Josh Mercer for State Representative ,0
Josh Jones for Mayor,0
Josh Cutler,0
Josh Calloway for State Representative,0
Josh Burch ,0
Josephine County Democratic Central Committee,0
Joseph Pond,0
Joseph Plummer for Herndon,0
Joseph Page ,0
Joseph Mangano,0
"Joseph Loretta for Jacksonville Beach City Council Seat 5, District 2",0
Joseph Ledoux for Pleasanton,0
Joseph Kexel,0
Joseph Dunkle,0
Joseph Basralian,0
"Joseph Barney PO Box 132 Swanton, VT 05488",0
Joseph B. Walton for Virginia,0
"Jose Pepe Diaz for Miami-Dade County Commissioner, District 12",0
Jose Oropeza for Fremont City Council FPPC# 1411136,0
"Jose L. Ceballos, Treasurer",0
Jose Aristimuno,0
"Jorge Luis Lopez, Esq.",0
Jorge Amselle,0
Jordan York,0
"Jordan Smith, Non-Partisan, Lake Mary City Commission Seat #1",0
Jordan Idso for House 4A,0
Jordan Gill-Martin,0
Jordan Cunningham for Assembly 2018,0
Jonothon Mitchell,0
"Jonna Spilbor, attorney, radio personality and TV legal analyst ",0
Jonesing for Justice,0
Jones for State Representative ,0
Jones for PA,0
"Jones for Missouri, Michael Vierling Treasurer",0
Jonathan Russell,0
Jonathan Prykryl,0
Jonathan Pressman for United States Senate,0
Jonathan Parker For State Representative,0
Jonathan Nez for Navajo Nation President,0
Jonathan Makeley,0
Jonathan Lee,0
Jonathan Edwards for State Representative,0
Jon Wizard for City Council 2018,0
"Jon Uman for Alachua County Judge, Group 2, non partisan. This page is managed and maintained by the Committee of Responsible Persons to elect Jon Uman for Alachua County Judge, Group 2, nonpartisan.",0
Jon Torsch for Portland,0
Jon Saline for Justice of the Peace,0
Jon Hansen for House,0
Jon Geeting,0
Jon DeRoo for Anchor Bay School Board ,0
Jolt Texas,0
Join LAPD,0
"Johnsrud for Mayor | Justin Johnsrud, Candidate",0
Johnson for House,0
Johnson County Republican Party,0
Johnson County Democratic Women South,0
Johns Creek Post,0
Johnny Templin Committee to Elect for Mayor ,0
Johnny Martin for Arizona,0
Johnny Mack Morrow for State Senate,0
Johnny Mack Morrow Senate Campaign,0
Johnny Cribb for Supervisor,0
Johnny C. Garrett,0
Johnnie Caldwell for House,0
"Johncito Peraza, Community Services Commissioner",0
Johnathan S. Perkins,0
Johnathan Guy,0
John and Susan Kirk,0
John Yeutter for State Auditor and Inspector,0
John Wood,0
John Wetherbee For Governor,0
John Wasik for Lake County,0
John Ward for Hardin County Sheriff,0
John W. Carlin,0
John Valdes,0
John Tomlin,0
John Todd ,0
John Stiglmeier Jr,0
"John Shearon, 810 Wilson Road, Clanton, AL 35045",0
John Sellers,0
John Russo for Mayor of Orange 2018 ID 1401900,0
John Rowe for Mayor Campaign,0
John Rocco Calabrese,0
John Roberts,0
"John Riley, Candidate",0
John R Lott Jr,0
John Quattrocchi for VBOE,0
John Pilecki,0
John Pfeiffer,0
John Perez,0
John Paul Ledesma,0
"John Ordille for Congress, Northfield, New Jersey 08225",0
John Neubert Candidate for Hawkins County Mayor,0
John Mueller,0
John Morris III,0
John Melton,0
"John McCrostie for District 16; J. David Navarro, Treasurer",0
John McCann,0
John McAvoy,0
John Mack,0
John Lyscars,0
John Lopez,0
John L Jones for House District 30,0
John Krowka for Board of Education; Simala Wright Treasurer,0
John Kissick for Marathon City Council,0
John Hunigan for Knox County Board,0
John Horner for MHUSD Area 2,0
"John Hawkins Campaign, Karen Easley Treasurer, in compliance with the voluntary limits of the Judicial Campaign Fairness Act.",0
"John Hawkins Campaign, Karen Easley Treasurer, in compliance with the voluntary limits of the Fair Campaign Practices Act.",0
John H. Wills,0
John Godwin for Tampa City Council District 2,0
John Glenn for State House,0
John Franklin for Vista Council,0
John Fisher for Bell County Commissioner - PCT. 4,0
John Eric Stephenson,0
John Dishwasher,0
John Dennis for Supervisor 2018,0
John Dennie,0
John Dayton,0
"John Cortes, Democratic Candidate for Florida House, District 43.",0
John Cates for Los Banos City Council District 3 2018 FPPC#1403052,0
John Carpenter For Oklahoma House Of Representatives,0
"John Cano, 2016-2018 President, Kiwanis Club of Austin-Northeast; a non-partisan civic organization.",0
John C. Ackerman for Tazewell County Clerk,0
John Bomhoff,0
John Bermingham,0
John Baker for SSFUSD Trustee 2018,0
John (J.R.) Larkie for WAPS School Board,0
"Johanna López for Orange County School Board, District 2",0
Joey Rodman for House 2018,0
Joey Hood ,0
"Joel Krautter for House, 703 6th St. SE, Sidney, MT 59270, Melissa Norby Sanders, Treasurer, Republican.",0
Joel Glick,0
Joel Dillard,0
Joel Desilets,0
Joel Denver,0
Joel Chupack for Judge,0
Joe for Virginia,0
Joe Watson,0
Joe Smith for County Commissioner,0
Joe Schaffer ,0
Joe Schaffer,0
Joe Salazar for Attorney General,0
Joe Romero Jr. for Woodland City Council 2018,0
Joe Riggs for State House,0
Joe Raiola ,0
Joe Powers for Cabell County Clerk Committee,0
Joe Powers,0
Joe Messerli,0
Joe McLaughlin,0
Joe McComb Campaign Committee,0
Joe Laswell,0
"Joe Johnson for County Commissioner, Authority; Martha Johnson Treasurer",0
Joe Jeffries for the People,0
Joe Helle for State Representative,0
"Joe Gonzales Campaign, Christian Henricksen, Treasurer, 111 Soledad #300, San Antonio, TX 78205",0
Joe Elsberry for ND House,0
Joe Conservative,0
Joe Buscaino Council Office ,0
Joe Brennan - 4th District Chemung County Legislator,0
Joe Blue for Judge Executive Campaign Fund,0
Joe Ayoub,0
Jody Moore #1409336,0
Jody Moore,0
Jody Hurt for Senate,0
Jody Davis,0
Jody Brennan for Shakopee City Council,0
Jodi Muirhead for SCUSD School Board fppc# 1405640,0
Jodi McCredo for NYSA104,0
"Jode Zavesky Campaign, Leigh Ann Harryman, Treasure, 466 Koenig McCrabb Road, Cuero Texas",0
Joanne Whetstone for House District 90 ,0
Joanna Cattanach for Texas Campaign,0
Joan Fischer for Charlotte County Commissioner,0
"JoBethHD11, PO Box 2262, Kalispell, MT 59903",0
Jo Ann for Portland City Council Pos. 3,0
Jo Ann Sabbagh For Congress,0
Jimmy Haley for Warren County Executive,0
Jimmy Flannigan for Austin City Council,0
Jimmy Brown for County Commission,0
Jimmie T. Smith,0
Jim for Arizona Senate ,0
Jim Wood for City Council,0
Jim Wilson,0
Jim Walther,0
Jim W. Horner,0
Jim Swenson for Mayor,0
"Jim Skelton for County Commission, Dion Avello Treasurer",0
Jim Shea for Maryland,0
Jim Schooler for YV Town Council,0
"Jim Sackett 4 House 891 Landon Lane Fairbanks, Alaska 99712",0
Jim Orrico for Illinois Congress ,0
Jim Nash for Minnesota,0
Jim Moore for School District 55 School Board,0
Jim Mollick,0
Jim Malone - Precinct 32 Committeeperson,0
Jim Jubak,0
"Jim Howell for County Commission, Preston Madding Treasurer",0
Jim Herndon,0
Jim Harrison for Vermont,0
"Jim Hammond For Sheriff, Henry Hoss Treasurer",0
Jim Gannon for Sheriff,0
Jim Francis for Congress,0
"Jim Crawford for Senate, 1218 Crescent Drive Anchorage, Alaska 99508",0
Jim Bowlin,0
Jim Bonner for PSC,0
Jill Schiller for Congress,0
"Jill Luke for North Port City Commission, District 5 ",0
Jill Larson-Vito for City Council,0
Jill Gayaldo for Rocklin City Council,0
Jill Cody,0
Jewish Voice for Peace,0
Jewish News Service,0
Jewish Family Service SD,0
Jewish Center for Justice,0
Jevin D. Hodge,0
Jetpack Comedy,0
Jete for Pendergast Authorized by Jete White,0
Jessica for Georgia,0
"Jessica Tesdall, Champlin Councilmember for Ward 1",0
Jessica Stalder,0
Jessica Motsinger,0
Jessica Hagewood Campaign ,0
Jessica Bezanson,0
Jesse Pugh for Narragansett Town Council,0
Jesse Parks for State Rep.,0
"Jesse O'Hara, 2533 Snowy Plover Dr. Lakeland, FL. 33810",0
Jesse McDaniel,0
Jess Robertson Campaign Fund,0
Jess Phoenix for Congress,0
Jersey Renews,0
Jersey Conservative,0
Jersey City Republican Party,0
Jerry Valentine,0
"Jerry Simoneaux for Judge, Fran Watson Treasurer. 3315 Mercer St., Houston, Texas 77027. In compliance with the voluntary limits of the Texas Judicial Campaign Fairness Act.",0
Jerry Monette,0
"Jerry Hill,                     Treasurer Tim Peterson, 2016 Cedar Crest, Monument, KS 67747",0
Jerry Demings For Orange County Mayor,0
Jerry Cooper for County Commissioner,0
Jerry Calderon,0
Jerry Boykin,0
Jerry Bowman,0
Jerrod Belvin,0
Jerret Wright for Cottage Grove City Council,0
Jerome Stowe,0
Jerome County Democrats,0
Jermey Ottaway For Marquette City Commission,0
Jermaine for House. Authorized by Jennifer Jermaine.,0
Jeri Blanco for Cocoa City Council District 4 Campaign ,0
Jeremy Wardell,0
Jeremy Summerlin,0
Jeremy Shaffer,0
Jeremy Reynolds for Dunedin commission seat 4,0
Jeremy Messina,0
Jeremy Mele for House. Treasurer Meredith Walton ,0
Jeremy M Ross for State Representative,0
Jeremy Likely for Sheriff,0
"Jeremy Johnson for Crawford County Commission, Mark Johnson, Treasurer",0
Jeremy Hidalgo,0
Jeremy Day Candidate for Jefferson County Clerk,0
Jeremy Crick for Sheriff Campaign,0
"Jeremy Cluchey, Bowdoinham Select Board",0
Jeremy Cady,0
Jeremiah Schenerman for Cape May County Freeholder,0
Jeremiah At Large,0
Jerel Wade,0
Jeramey Anderson for Congress,0
Jerad FInck,0
Jensen for Colorado,0
"Jenny Wong for Auditor 2018, FPPC #1405679",0
Jenny Kassan for Fremont City Council District 3,0
Jenny Fitzgerald for CVUSD School Board 2018,0
Jennifer for Judge 2018,0
Jennifer Zielinski,0
Jennifer Weinhammer,0
"Jennifer Vannoy for the People, Wanda Ogletree, Treasurer",0
Jennifer T Wood Sacramento Chapter Citizens' Climate Lobby,0
Jennifer Steben,0
Jennifer Stark for Claremont City Council,0
Jennifer Scott McGlone,0
Jennifer Santana for USGVMWD Director 5 FPPC Pending,0
"Jennifer Reeve, Tucson Atheists Community Outreach Team",0
Jennifer Moore for Haddon Heights Borough Council,0
Jennifer Hofmann,0
Jennifer Hernandez for Clerk,0
Jennifer Cook Lariscey Candidate for District 84,0
Jennifer Casey for Duval County Soil and Water,0
"Jennifer Cantu for Texas State Representative 85, Elizabeth Mendoza, Treasurer",0
"Jennifer Boddicker Ph.D., Democrat for Florida State House District 80",0
Jennie Scott for 41-2018,0
Jennie Lou Leeder for U.S. Congress,0
Jennie Lou Leeder fo U.S. Congress,0
Jennie Butler for Maine House District 25.,0
Jennie Butler for Maine House District 25,0
Jenn Goulet for the 9th LD,0
Jeni Woock ,0
Jeni Woock,0
Jenae for SD,0
Jen Zielinski for Congress,0
Jen Kader for MN House,0
Jen Deaderick,0
Jehovah and Jesus Independent Dance Monastery Towers Religion Church Corporation,0
Jeffrey S Fleischman,0
Jeffrey Peters,0
Jeffrey Hoffman,0
Jeffrey Hedges for Constable,0
Jeffrey Carroll for County Council District 5,0
Jeffrey C. Isaac,0
Jefferson Shreve,0
Jefferson Regional Medical Center,0
"Jefferson County Farmers & Neighbors, Inc.",0
"Jefferson County Democratic Party, Box 10522, Birmingham 35202",0
Jefferson County Democratic Central Committee,0
Jefferson County Commission,0
Jefferson County,0
Jeffers for House 2018,0
Jeffcoat for House 81,0
Jeffco Justice,0
JeffCo Down Ballot,0
Jeff and Mark for Committee,0
Jeff Wright for Assembly,0
Jeff Wilson for Sheriff,0
Jeff Vasquez Committee to Elect SJC City Council District 4,0
Jeff Vasquez Committee to Elect,0
"Jeff Triplett, nonpartisan for Sanford Mayor",0
Jeff Toborg for Parker Town Council,0
Jeff Sheehy for Supervisor 2018. ,0
Jeff Raney for Wyoming Senate District 23,0
