,95777
Supporters of Ted Howze,2
Supporters of Kirk Pankratz OKC Council,2
Supporters of Jackie Phillips2018,2
Supporters of Black Lives Matter Lansing,2
Supervisor Gary Bradford,2
Sunny Chan,2
Sunflower Alliance,2
SunHarvest Solar,2
"Suavecito, Inc.",2
Stuart Rice,2
Strong Blue Wisconsin PAC,2
"Streff Legal, PLLC",2
Streetsblog Los Angeles,2
"Story and Murphy for Council, 60 Applebey St, Eatontown, NJ 07724",2
Stop Payday Loans in PA Coalition,2
Stop Disney with funding by Jason Young,2
Stonington Democratic Committee ,2
Stonewall Democrats of Pinellas County,2
Stonewall Democrats of Arizona. Not authorized by any candidate or candidate's committee.,2
Stone Defense Fund,2
Stokes for Missouri,2
"Stewart for Senate, Inc.",2
Steven Smith,2
Steven Seiner,2
Steven N. Klitzner,2
Steven Gibson,2
Steve Vernon,2
Steve Phillips,2
Steve Oestreicher for County Commissioner,2
Steve Hollowell for State Representative. ,2
Steve Dennis For Cottage Grove City Council Campaign,2
Steve DeBrum for Manteca Mayor,2
Steve Crowe for Bryant City Council Ward 2,2
Staten Island Women Who March,2
State of Alaska Division of Elections,2
State The Vote,2
State Representative Mike France,2
"Statchen 2018, Gary Burfoot, Treasurer.",2
Stand With Iraqi Christians,2
Stand IL PAC,2
Stacy Hackenberg for JP4,2
"Stacy Brookman For Yuba City Council 2018, ID# 1405424",2
Stackhouse for State Rep 99,2
St. Mary's County Democratic Central Committee,2
St. James Cathedral,2
Springfield CLEAN,2
Southwestern Illinois Democratic Women,2
Southwest Missouri Conservative Network,2
Southern Oregon Land Conservancy,2
South Peninsula Area Republican Coalition,2
South Dakota Right to Life PAC,2
South Central WA Federation of Democratic Women,2
South Carolina Appleseed Legal Justice Center,2
"SoonerPoll, Oklahoma's only independent non-partisan polling firm.",2
Solorzano Law,2
Sofia Sepulveda,2
Socorro Cisneros for Assembly 2018,2
Social Work Helper,2
Social Democrat Hunchak Party - USA,2
Social Dem,2
"Snyder for AK House, 6608 Mink Ave, Anchorage, AK 99504",2
Smith For Courtland Township Committee ,2
Skyline Ridge Press,2
Skip Hall for Surprise,2
"Siva R Krishna, who is not representing any political party.",2
Sinasohn for Board of Education 2018 - FPPC #1401497,2
"Simanski 2018, Mark Neumann Treasurer. Approved by Bill Simanski",2
Signature Seas,2
Sierra For Arizona,2
"Sierra Club, Great Falls Group",2
SiddiqueForMoCo,2
"Sid Daoud for Montana HD 08 - Sid Daoud, Treasurer, P.O Box 8474 Kalispell Montana 59904",2
ShoutOut,2
"Shotwell Publishing, LLC",2
Shot Glass of History,2
Shirts For The Laugh ,2
Shirley's Kitchen Cabinet,2
Shine Corpus Christi,2
Sherry Kersh for Brazoria County JP Precinct 4 Place 2,2
Sherman for Deeds,2
Sheriff Jim O'Sullivan,2
Shea Moriarty,2
Shawn Thierry,2
Sharon Yerby,2
Sharlene Duzick for Saugus Union School District Area 5 ID # 1410219,2
"Sharise V. Riley, Democrat, for City Council District 7",2
Shane Fortner,2
Shaheen,2
"Seth Morrison, Coordinator, JVP Las Vegas",2
Seth Leibsohn for Congress ,2
Serino 4 New York,2
Sergio Maldonado for Senate District 25,2
Sergey Solyanik,2
Senator Scott Wilk,2
Senator Rick Ward,2
Senator John Curran ,2
Senator Hinojosa Campaign.,2
Senate Republican PAC of Idaho,2
"Selmont4Congress. Message approved by G. Selmont, Democrat.",2
Self/Stella Martin,2
Secure Your Benefits,2
Secular Humanists of the Lowcountry,2
Secular American,2
Sebastian Ertelt,2
Seattle Parks Foundation with money raised by Debora Juarez,2
Seattle Fire Fighters Union,2
Sean O'Connor ,2
Sean McCoy Campaign,2
"Sean Grace for Senate, Lauren A. Garrett, Treasurer. Approved by Sean Grace",2
Sean Duncan,2
Sean Carrigan for Congress ,2
Scott Strugill for Congress,2
Scott Santens,2
Scott Lloyd for Circuit Judge,2
Scott Krug for Assembly (Melissa Mock Treasurer),2
Scott Krug for Assembly (Melinda Mock Treasurer),2
Scott K Jenkins,2
"Scott Hanna, Republican, for Ocean Highway and Port Authority District 3",2
Scott Hampton,2
"Scott English, Publisher",2
"Scott Carnahan, Republican, for Citrus County Commission District 4.",2
Scituate Democrat Town Committee,2
Scientology Volunteer Ministers International,2
Schwartz Center for Economic Policy Analysis,2
"Schupp for Senate, Carl Mitchell, Treasurer ",2
SchoolHouse Connection,2
"Scanlon 2018, Alan Meyers, Treasurer. Approved by Sean Scanlon.",2
"Save Rural Seminole County, Inc",2
Save Our Tips,2
Sasko Vasovski,2
Sarah Verardo,2
Sarah M. Bowen,2
Sarah French for County Judge,2
Sarah Anthony for State Representative,2
Sara Schmitz 4 IVGID BOT,2
"Sara Michael for Missouri, Maxwell Rademan Treasurer ",2
Santa Cruz County Greenway,2
Santa Clara County Democratic Party,2
Sanner Media,2
Sanjay Patel for Congress,2
Sandy Bengel Budd for Clovis Unified School Board FPPCID# 1408304,2
Sand Straw,2
Sand Dollar Real Estate,2
Sam for State Representative,2
Sam Parcher for Cameron Park CSD,2
Sam Abed for Mayor of Escondido 2018,2
Sam 4 State Rep,2
Sally Moreno for Madera DA 2018,2
Saima Farooqui for State House,2
Safety Net Project at the Urban Justice Center,2
"Safe and Strong Bonsall Schools — Yes on EE, FPPC# 1407417",2
Safe Passage for Children of Minnesota,2
Sabina Zafar for San Ramon City Council 2018,2
STOP JEFFERSON PARKWAY,2
SOULCRAFT ALLSTARS,2
"SODA: non-partisan, all-volunteer grassroots group in South Carolina",2
SHEPHERD FOR CHAFFEE TREASURER,2
SH Block Tax Services ,2
SEMO Electric Cooperative ,2
"SEIU Healthcare Illinois, Indiana, Missouri, Kansas",2
SEIU 503,2
SCMORSEofCOURSE,2
SCHMUCK for AZ Senate,2
"SC Community Alliance, a program of the SC Association of REALTORS",2
SARAH FOR WISCONSIN,2
"Ryan Rossi, Democrat for Florida State House District 89.",2
Ryan Ramsey,2
Ryan Maddux for County Council Committee ,2
Ryan Dvorak for State Representative,2
Rutgers AAUP-AFT,2
"Rusty Jessup for State House Campaign  160 Scisson Lane Riverside, AL 35135",2
Roxanne for District 24,2
Roxanne Beltz for Monmouth City Council,2
Rotary Club of El Dorado Hills,2
Ross Cohn,2
"Roseville Taxpayers to Protect Public Safety, Roads and Our Quality of Life",2
Rosemont Citizens Association,2
Ron Paul's Libertarian Homeschool Curriculum,2
"Rome for Kansas, Beatrice M. Zimmerman, Treasurer.",2
Roland Martin Marina & Resort,2
Rogue Metrics,2
Rogers for Missouri. Joe Gauer Treasurer,2
"Rogers for Missouri, Joe Gauer Treasurer",2
Roger Ogden,2
Roers Jones for ND,2
Rocky Janda,2
Rocky Chavez for Congress,2
Rochelle Pardue-Okimoto for Assembly 2018 - ID#1398386,2
"Robinson For Judge PO Box 1026 Gadsden, AL 35902",2
Robin Milnes for NH State Rep,2
Robin Bartlett Frazier,2
Roberts for State House 2018,2
Roberto Martinez,2
Robert Smith,2
"Robert K. Adams, Pembroke News (DBA)",2
Robert J Mastronardi,2
Robert F. Kennedy Human Rights,2
Rob Quist For Montana,2
Rob McFadden for State Representative,2
Rob Biddle,2
Riley J Hill for Mayor,2
Righteous Babe,2
Right Wing Threads,2
Right Club,2
Rick W. Allen for Congress,2
Richard Taylor,2
"Richard McNally for Circuit Judge, 717 S. Grand Traverse, Flint, MI 48502",2
Richard Jernigan,2
Richard Brown Campaign Fund,2
Rhode Island Student Climate Coalition,2
Reynoldsburg Area Democrats,2
"Reyes 75 for Re-Election, Aaron Schrag, Treasurer, Approved by Geraldo Reyes Jr.",2
Restoring American Truth PAC,2
Restora Health,2
Resolve for Gunsense Indiana,2
ResistryPAC; not authorized by any candidate or any candidate's committee.,2
Republican Women of Baltimore County,2
Republican Party of Wood County,2
RepresentWomen,2
Rep. Ted Lieu,2
Rep. Dave Brat,2
"Renee Erickson for State Representative; Charlie Stevens, Treasurer",2
Religious Freedom Coalition,2
Reliant One Insurance Center,2
"Region 7 - UEP, 13805 W. Burleigh Road, Brookfield, WI 53005",2
"Region 7 - UEP Wisconsin, 13805 W.  Burleigh Road, Brookfield, WI 53005",2
Regina M. Joe,2
Reelect David Alvarez for City Council 2014,2
Redwood City Residents to Protect City Services – Yes on RR. FPPC# 1340190,2
"Rebekah for Newtown, Alan Clavette, Treasurer.  Approved by Rebekah Harriman-Stites.",2
"Rebecca Purington Campaign. Missy Horesh, Treasurer",2
"Rebecca Purington Campaign.  Missy Horesh, Treasurer",2
Rebecca Petty Campaign.,2
Rebecca Barrett for Community College Board 2018 FPPC# Pending,2
"Rebecca Bailey, Fiscal Agent, Piermont NH ",2
Realtors® Political Advocacy Committee,2
Real Life Real Music Foundation,2
"Re-elect Senator Henri Martin, Morgan Murphy, Treasurer. Approved by Henri Martin.",2
"Re-elect Mike ""Robey"" Robicheau NATCA NNE RVP",2
Re-elect David N. Smith to Scottsdale City Council,2
Re-Elect Larry Inman for State Representative,2
Re-Elect Ginger Gherardi,2
Ray Pilon Republican for Florida House District 72,2
Ray Meifert for City Council,2
Raul Rodriguez for Judge,2
Racine Educators United,2
Rachel Wílsøn,2
RT ,2
"ROBERT S WEINROTH, DEMOCRAT, FOR COUNTY COMMISSION, DISTRICT 4",2
RICK W ALLEN FOR CONGRESS,2
RI Center for Freedom and Prosperity,2
REBUILD MAINE PAC,2
"RAY KUNTZ for District Judge Campaign, PO Box 2187, Red Lodge MT 59068",2
Quorum Public Affairs,2
Quinn Group LLC,2
Página oficial de Claudio Ferrer Jr. próximo Representante del Distrito 12 para el 2020. Actualizaciones realizadas por Claudio Ferrer Jr. serán firmadas-CFM,2
Pure Salt Media,2
Public Policy Institute of California,2
Public Advocates Inc.,2
Protect the North Fork \ Colorado Farm & Food Alliance,2
Protect Military Healthcare ,2
Protect Michigan Jobs with regulated funds ,2
Prostasia Foundation,2
Proper Economic Resource Management,2
Progressives of Kane County,2
Progressive Democrats for Piscataway Twp Council,2
ProgressNewYork.news,2
Professional Staff Congress,2
Pro-Life Mississippi,2
Pro Life Man,2
Private,2
Priscilla Taylor for Mayor of West Palm Beach.,2
"Preterm Cleveland, Inc",2
Presbyterian Publishing Corporation,2
Preemptive Love Coalition,2
Portsmouth Republican Town Committee,2
Portland's Resistance,2
Portland Tenants United,2
Popular Vote Maine,2
"Poor for Judge, Paul Hassler, Treasurer",2
Pomona Proud,2
PoliticusUSA LLC,2
"Political advertisement paid for and approved by Danny Becton, Republican, for City Council, District 11",2
"Political Rascals PAC, Inc.",2
Political Nation,2
"Political Advertisement paid for and approved by Tanner Channing Demmery for County Court Judge, Group 9, Non Partisan.  Sent by the Committee of Responsible Persons for Tanner Channing Demmery for County Court Judge, Group 9.",2
Political Advertisement by Thomas Rodgers P. O. Box 141 Sweet Water Al. 36782,2
"Political Advertisement Paid for and Approved by Joshua Simmons For Coral Springs City Commission, Seat 4",2
Pol. Ad. Paid for by Kirk Watson Campaign.,2
Point of View Communications,2
Plymouth County Iowa GOP,2
Plug In America,2
Planned Parenthood Votes! South Atlantic. Not authorized or in coordination with any campaign.,2
Planned Parenthood Texas Votes,2
Planned Parenthood Pennsylvania Votes,2
Planned Parenthood Advocates of Wisconsin,2
Planned Parenthood Advocates in Missouri,2
Pittsylvania County Republican Committee,2
Pike County Democratic Committee,2
"Pigeon Media, Inc",2
Pigasus Barbecue,2
"Pierson McNichols, PLLC",2
Pick Justice,2
Piasaw Press LLC,2
"Phyllis Randall, CAL",2
Phillip Pratt for State Representative,2
Phillip Pettus for Alabama House District 1,2
Philadelphia Church of God,2
Philadelphia Children's Alliance,2
Phil Segraves for House District 17,2
Petersen - Rep. for 40th Assembly,2
Peter Johnson for Fremont Co Supervisor,2
Peter Altman for Don'tWiden270,2
Pete Anderson for School Board,2
Peppe 2020,2
Peoria IL County Democrats,2
People to Elect Eric Richey,2
People for Rebecca,2
People for Glenn L. Ross,2
People United for Responsible Government.  Not affiliated with any candidate or candidate committee.,2
Pennsylvania Taxpayers,2
Pedersen for President Campaign,2
Peace Club,2
Peace Action Network of Lancaster,2
Paulette Guajardo Campaign,2
"Paul R. Bergeron, 15 Stanstead Pl., Nashua, NH 03063. Paul Bergeron, Fiscal Agent.",2
"Paul McElligott, an individual.",2
"Paul G. Bergeron , Fiscal Agent ",2
Paul Fetsko Candidate for School Board District 2,2
"Paul Cassell, Candidate",2
"Paul Basi for Sutter County Supervisor, District 3 - 2018, ID# 1398897",2
Patsy Whitehead for Magistrate Hardin County Dist. 3,2
Patsy Garey Johnson for State Executive Committee,2
"Patrolmen's Benevolent Association of the City of New York, Inc.",2
Patriots United,2
Patriot Deplorables,2
Patrio App,2
Patrick O'Mahony,2
Patrick Munro for Congress,2
Patrick McIntire for Colorado State Senate,2
Patrick J Foust,2
Patric Rutherford,2
Pat Wright,2
Pat Elder For Congress,2
Party People,2
Parkcrest Christian Church,2
Pam Staneski,2
"Pam McCarthy for Vermont State Senate 740 Maquam Shore Rd. Swanton, VT 05488",2
Palmetto Family Council,2
Palmer for City Council,2
Palestine Legal,2
Painters District Council 1M,2
"Paid political advertisement for and approved by Pete Clarke, non-partisan candidate, for Orange County Mayor",2
Paid for by the Committee to Re-elect Commissioner George Bowman,2
"Paid for by the Committee to Elect Lee Smith, Justine Cramer Treasurer",2
"Paid for by Tim Melson for State Senate P.O. Box 550 Florence, AL",2
Paid for by Speak Out CNY,2
Paid for by Scott Lloyd for Circuit Judge,2
"Paid for by Scott Davis for Sheriff, 2018",2
Paid for by Natasha Middleton for Oakland City Council 2018. FPPC ID# 1403124,2
Paid for by Manning Lynch for Council Chair,2
Paid for by Greene 4 Mayor,2
Paid for by Friends of Eryn Santamoor,2
"Paid for by Elect Kevin Meyer – 4020 Winchester Loop, Anchorage, AK 99507",2
Paid for by CARLOS BOLANOS FOR SHERIFF,2
"Paid for by Boughton for Governor. Michael J. Purcaro, Treasurer. Approved by Mark Boughton.",2
Paid for by Andy Levin for Congress,2
"Paid for by ""Friends of CAZ"", Louis A. Decilo - Treasurer. Approved by Casimir A. Mizera",2
Paid for and authorized by John Phillips for Monterey County District 2 Supervisor 2018.  FPPC ID# 1362558,2
"Paid by Sasha Dadan, Republican, for State Representative, District 83.",2
"Paid Political Ad by Erica Hughes Campaign, Laurie Mitchell, Ed.D, Treasurer.",2
Page County Democratic Committee,2
Page,2
Pacific Justice Institute,2
PUG Media Group,2
"POLITICAL ADVERTISEMENT PAID FOR AND APPROVED BY BOB DOYEL, DEMOCRAT FOR STATE SENATE DISTRICT 22",2
